file,artist,title,year,lyrics
TRBCGXG128F9322DBB.h5,2 Minutos,14 Botellas,1994,(Instrumental)
TRBCGXN128F148C0CD.h5,Paul Stanley,Move On,1978,"Mmm, yeah

When I was just a baby, mama sat me on her knee
She told me, ""Boy, you listen there's a lot you oughta see
A lot of pretty women, gonna try and tie you down
You don't know what you're missin' if you never look around""

Move on, that's what she told me
Move on, mmm yeah
Move on, whoa oh, oh
Move on, I'm leavin' on my way

Told you that forever was a word, I couldn't say
I don't know 'bout tomorrow 'cause I'm livin' for today
You're every inch a lady and you'll always have my love
You listen, you can hear, her voice is callin' from above

Move on, that's what she told me
Move on, keep on movin'
Move on, whoa oh, oh
Move on, I'm leavin' on my way

The time is at hand, the day is upon us
There's no need to say goodbye
You don't understand
But babe I don't want you to cry
Move on

The time is at hand, the day is upon us
There's no need to say goodbye
You don't understand
But babe, I don't want you to cry
Move on

Move on, mmm yeah
Move on, mmm yeah
Move on, whoa oh, oh, oh
Move on, what? You got to move on, whoa oh


You got to move on, whoa oh oh
You got to move on, mmm, yeah
You got to move on, play that guitar"
TRBCHAG128F428CEAC.h5,Daryl Hall & John Oates,Only Love,1990,"Wonder why I'm falling, guess I'm just that kind of man
Looking for an answer to why I'm in this place I'm in
Walking through a door that's closing while another slams in your face
Neighbors say that you're imposing when you walk in an open space
Tell me who, tell me why

Only love can make me happy
Only love can make me cry
Only love can sanctify me
If you can doubt it, can you tell me why?

Try to find my tears within me
Try to be a logical man
Tryin' to help the world around me
But I'm so lonely, I don't know if I can

Only love can make me happy
Only love can make me cry
Only love can sanctify me
If you can doubt it, can you tell me why?"
TRBCIEV12903CE60F1.h5,Memphis Jug Band,Memphis Jug,2001,"Davy's on the road again
Wearin' different clothes again
Davy's turning handouts down
To keep his pockets clean
All his goods are sold again
His word's as good as gold again
Sez if you see jean now ask her please to pity me
Jean and I we moved along
Since the day - down in the hollow
When the mind went driftin' on
And the feet were soon to follow
Davy's on the road again
Wearin' different clothes again
Davy's turning handouts down
To keep his pockets clean
Sayin' his goodbyes again
Wheels are in his eyes again
Sez if you see jean now ask her please to pity me
Downtown in the big town
Gonna set you back on your heels

With a mouth full of memories
And a lot of stickers for my windshield
Shut the door
Cut the light
Davy want be home tonight
You can wait till the dawn rolls in
You won't see our davy again
Davy's on the road again
Wearin' different clothes again
Davy's turning handouts down
To keep his pockets clean
Sayin' his goodbyes again
Wheels are in his eyes again
Sez if you see jean now ask her please to pity me
Downtown in the big town
Gonna set you back on your heels
With a mouth full of memories
And a lot of stickers for my windshield
Shut the door
Cut the light
Davy want be home tonight
You can wait till the dawn rolls in
You won't see our davy again"
TRBCIRO128F42B0277.h5,Christina Aguilera,Beautiful,2002,"Don't look at me

Every day is so wonderful
And suddenly it's hard to breathe
Now and then I get insecure
From all the pain, feel so ashamed

I am beautiful no matter what they say
Words can't bring me down
I am beautiful in every single way
Yes, words can't bring me down, oh no
So don't you bring me down today

To all your friends you're delirious
So consumed in all your doom
Tryin' hard to fill the emptiness, the piece is gone
Left the puzzle undone, ain't that the way it is?

'Cause you are beautiful no matter what they say
Words can't bring you down, oh no
You are beautiful in every single way
Yes, words can't bring you down, oh no
So don't you bring me down today

No matter what we do
No matter what we do
(No matter what we say)
No matter what we say
(We're the song that's outta tune)
(Full of beautiful mistakes)

(And everywhere we go)
And everywhere we go
(The sun will always shine)
The sun will always, always shine!
  (But tomorrow we might awake on the other side)

'Cause we are beautiful no matter what they say
Yes, words won't bring us down, oh no
We are beautiful in every single way
Yes, words can't bring us down, oh no
So don't you bring me down today

Don't you bring me down today
Don't you bring me down today"
TRBCJSZ128E07969B5.h5,Coldplay,The World Turned Upside Down,2005,"X and Y
The land, sea, rivers, trees, the stars, the sky
That and this
We're part of a bigger plan don't know what it is
Don't know what it is

You and me
The land, sun, trees, the sky, the stars, the sea
365 degrees I am a puzzle, you're the missing piece
Hang on a minute, just a minute please, I'll come

And everything under the sun
And everything under the sun

What is this feeling that I can't explain?
And why am I never gonna sleep again?
What is this thing I've never seen before?
A little boy lost in a breaking storm

Hide and sob and away they fly
So write your name in the summer sky
Life has really only just begun
Life that comes and everything under the sun

X is Y
The land, sea, rivers, trees, the stars, the sky
365 degrees, all of the surface and the underneath
Searching your mellow and outsings your key, ah

And everything under the sun
And everything under the sun

What is this feeling that I can't explain?
And why am I never gonna sleep again?
What is this thing I've never seen before?
A little boy lost in a breaking storm

Hide and sob and away they fly
So write your name in the summer sky
Life has really only just begun
Life that comes and everything under the sun

And you don't know that you've been born
Can't see the calm until the storm
Can't tell your right side from your wrong
Can't see the wave you're riding on"
TRBCJVF128F14A8A16.h5,Foghat,Slow Ride [Live Version],1977,"Slow ride, take it easy
Slow ride, take it easy,
Slow ride, take it easy
Slow ride, take it easy.

I'm in the mood, the rhythm is right,
Move to the music, we can roll all night.
Oooh, oooh, slow ride - oooh, oooh ...

Slow ride, take it easy
Slow ride, take it easy

Slow ride, take it easy
Slow ride, take it easy
Slow down, go down, got to get your lovin' one more time
Hold me, roll me, slow ridin' woman you're so fine

Woo!

I'm in the mood, the rhythm is right,
Move to the music yeah,
we can roll all night, yea.
Oooh, oooh ...

Slow ride, take it easy
Slow ride, take it easy
Slow down, go down,
I got to get your lovin' one more time
Hold me, roll me, slow ridin' woman you're so fine

Slow ride, easy,
slow ride, sleazy
Slow ride, easy,
slow ride, sleazy"
TRBCKXX128F92FD505.h5,Olive,You're Not Alone,0,"Somedays I barely
hold on
When life drags
me down
I wanna let go

But when my spirit is weak
You come to my aid
And strengthen my soul
I'm lost without you
I'm never doubt you
Your grace is beyond compare
And thought when it rains it pours
You know all I have is yours
Your smile when you hear my prayer

You rescued me
And I believe
That God is love
And he is all I need
From this day forth
For all eternity
I'll never wander on my own
For I am yours
Until you call me home
I close my eyes
And I can hear you say

You're not Alone
You're not Alone

Somedays I just can't go on
I stumble and fall
And I hang my head
But you reach out for my head
And you lift me up
Again and again
(oh yes you do)

I'm lost without you
I'm never doubt you
Your grace is beyond compare
And though when it rains it pours
You know all I have is yours
You smile when you hear my prayer

You rescued me
And I believe
That God is love
And He is all I need
From this day forth
For all eternity
I'll never wander on my own
For I am Yours
Until you call me home
I close my eyes
And I can hear You say

You're not alone
You're not alone

In the face of my depravity
For God so loved
The world He taught for me
Yeah
My fire burns 'til He returns
And takes me home beyond
THE GALAXY

You rescued me
And I believe
That God is love
And He is all I need
From this day forth
For all eternity(all eternity)
I'll never wander on my own
For I am Yours
Until you call me home
I close my eyes
And I can hear You say
You're not alone
You're not alone

You're not
You're not alone
Never alone."
TRBCLGH12903CCA1D0.h5,Jerry Reed,Woman Shy,1967,"You say you ain't never met a man quite like me
And you gonna love me for the rest of your life
You even talkin' bout startin' a family
Settlin' down and becomin' my little wife

Well I've been fed that line before
And I can't digest that kinda talk anymore
You guessed it honey I'm tellin' you bye bye bye
Cause I'm just a little bit woman shy

The last three women I cared anything about
They all lied to me and told me the same old thing
With one I made a whole lot of plans
Hired a preacher rented a church and bought a big ole diamond ring

But I got to the church what did I find
She's made off with preacher and that diamond ring of mine
Well that's one reason why
This old boy's still a little bit woman shy

Mhm I'm a woman shy woman shy
I'd like to fall in love but I'm afraid to try
Cause I'm a woman shy woman shy
Everone I ever love told me a lie

But honey you've done wonders for my vanity
And your sweet love has soothed my manly pride
A gal like you could make me lose my sanity
If you'd just half way give it a try

So I better run cause it's plain to see
I hang around here you'll get your hooks into me
But if I ever marry you're the one I'm gonna try
But right now I'm just a little bit woman shy

Yes I'm a woman shy woman shy
I'm just a little bit woman shy mhm yeah"
TRBCNWM128F92D50EC.h5,50 Cent,U Not Like Me,2002,"NYPD, LAPD, NYPD
(When it's on, that's who you get, huh?)
NYPD, LAPD, NYPD
(That's your motherfuckin' click, huh?)
NYPD, LAPD, NYPD
(You a motherfuckin' snitch, huh?)
NYPD, LAPD, NYPD

Niggaz wanna shine like me, rhyme like me
Then walk around with a 9 like me
They don't wanna do it, 3 to 9 like me
And they ain't strong enough to take 9 like me
Aiyoo, you think about shittin' on 50, save it
My songs belong in the Bible with King David
I teach niggaz sign language, that ain't def son
You heard that? That mean run
Ask around, I ain't the one you wanna stun on, pa
Pull through, I'll throw a fuckin' cocktail at your car

From the last shootout, I got a demple on my face
It's nothin', I can go after Mase's fanbase
Shell hit my jaw, I ain't wait for doctor to get it out
Hit my wisdom tooth, spit it out
I don't smile a lot, cause ain't nothin' pretty
Got a purple heart for war, and I ain't never left the City
Hoes be like ""Fitty, you so witty""
On the dick like they heard I ghostwrite for P.Diddy
You got fat while we starve, it's my turn
I done felt how the shells burn, I still won't learn,won't learn

If you get shot and run to the cop, you not like me
You ain't got no work on the block, you not like me
It's hot, you ain't got no drop, you not like me
Like me duke, you not like me

If you get shot and run to the cop, you not like me
You ain't got no work on the block, you not like me
It's hot, you ain't got no drop, you not like me
Like me duke, you not like me

Moma said,
""Everything that happened to us, was part of God's plan""
So at night when I talk him, I got my gun in my hand
Don't think I'm crazy, 'cause I don't fear man
'Cause I feel when I kill a man, God won't understand
I got a head full of evil thoughts, am I Satan
I been coulda killed these niggaz, I'm still waitin'
In the telly with to whores, a Benz with two doors

32 carrots in the traws, no flaws
You see me in the hood, I got at least two guns
I carry the glock, Tony carry my M1s
Hold me down nigga, OGs tryin' to rock me
D's waitin for my response to lock me
This is my hustle, nigga don't knock me
You need some shit with banana clips to try and stop me
I'm the one

If you get shot and run to the cop, you not like me
You ain't got no work on the block, you not like me
It's hot, you ain't got no drop, you not like me
Like me duke, you not like me

If you get shot and run to the cop, you not like me
You ain't got no work on the block,you not like me
It's hot, you ain't got no drop, you not like me
Like me duke, you not like me

See, I done been to the Pearly Gates, they sent me back
The good die young, I ain't eligable for that
I shot niggaz, I been shot, sold crack in the street
My attitude is gangsta, so I stand some beef
You wanna get acquainted with me? You wanna know me?
From 3 point range, with a glock, I shoot better then Kobe
See a nigga standin' next to me, he probably my Co-D
See a bitch gettin' in my whip, she probably gon' blow me
See the flow is like a 38, it's special yo
A country boy tell ya, I'm fittin' to blow

I'm more like a pimp, then a trick, you know
See, I'm in this for the paper, I don't love the hoes
Niggaz broke in the hood, worried about mines
Grown ass men, wearin' starter piece shines
You know them little pieces, with the little stones
Got little clientele fiends call your cell phones
When the gossip starts, I'm always the topic
You too old for that shit dog, why don't you stop it
Shorty, I been watchin' you watchin' me
Now tell me what you like more, my watch or me

If you get shot and run to the cop, you not like me
You ain't got no work on the block, you not like me
It's hot, you ain't got no drop, you not like me
Like me duke, you not like me

If you get shot and run to the cop, you not like me
You ain't got no work on the block, you not like me
It's hot, you ain't got no drop, you not like me
Like me duke, you not like me

Not like me
We've got nothin' in common"
TRBCOMF12903CE7B2A.h5,Pagan Wanderer Lu,Crustaceans As Castanets,0,"When you've tried everything
but crustaceans as castanets
will there be anything left
but to drink yourself to death

When are they going to make a machine
that will write the songs for you?

You've tried everything
to be the king of anachronistic pop
and you're no nearer to the top
do you think it's time to stop?

When are you going to write the song
that will make them all love you?

At the album playback everyone talked all over your masterpiece
ate the canapes, the fluffy crab cakes
the inspiration for crustaceans as castanets

Well you've tried....
You've tried....
You've tried...

Why do you bother going on tour
When there's a band that sounds like you in every town?

Do it for the canapes, the fluffy crab cakes
the inspiration for crustaceans as castanets
Now you've tried everything...."
TRBCPTO12903CBBFD9.h5,4Him,He Never Changes,0,"You stand there abandoned
Your friends have all gone
Fair-weather companions
Have left you all alone

This world full of changes
Has cut to the heart of your soul
But through all of the pain, only Jesus remains
And in each situation you know

He never changes
He's always the same
Through all the ages
He always remains

Forever constant
Forever a friend
Forever faithful
His love knows no end

He never changes
He's always the same

A God so amazing
I can't comprehend
The depth of His mercies
Such grace that has no end

I'm awed by the thought
That I'm formed in the image of Him
But my humanity brings me down to my knees
And I find that's when His strength begins

As surely as the summer breezes come and go
There's a cold and lonely winter wind that's bound to blow
But through the turning of the seasons
You will never have to be alone"
TRBCPXR128F42AC544.h5,Martina McBride,Pick Me Up On Your Way Down,2005,"You were mine for just a while
Now you're puttin' on the style
And you've never once looked back
At your home across the track

You're the gossip of the town
But my heart can still be found
Where you tossed it on the ground
Pick me up on your way down

Pick me up on your way down
When you're blue and all alone
When the glamor starts to bore you
Come on back where you belong

You may be their pride and joy
But they'll find another toy
And they'll take away your crown
Pick me up on your way down

They have changed your attitude
Made you haughty and so rude
Your new friends can take the blame
Underneath you're still the same

When you've learned these things are true
I'll be waiting here for you
As you tumble to the ground
Pick me up on your way down

Pick me up on your way down
When you're blue and all alone
When the glamor starts to bore you
Come on back where you belong

You may be their pride and joy
But they'll find another toy
And they'll take away your crown
Pick me up on your way down

Yes, they'll take away your crown
Pick me up on your way down"
TRBCQLB128F9332CF4.h5,32 Leaves,Way Beyond,2009,"Suddenly it all occurred to me
Lost as I am
There's breathing room
On both sides me

So what if we beg to differ my friend?
That dissolves away as fast as gravity will take me

Suddenly I came to be lost in my head
A victim of anxiety

So what if I beg to differ my friend?
Let's fall away as fast as gravity will take us there

Guide me way beyond this
Way beyond this world
Thought you would
Guide me way beyond this
Way beyond this world

Suddenly what all occurred to me got to my head
Your broken words inspire me

So what if we beg to differ my friend?
We dissolve away too fast as gravity takes us there

Guide me way beyond this
Way beyond this world
Thought you would
Guide me way beyond this
Way beyond this world

You taught me to face what I've never seen
Then you let me lie (It's all been a game)
You taught me to hate above everything
Then you sold me lies (You're not what you seem)
I'm trying to erase what you've done to me

Guide me way beyond this
Way beyond this world
Thought you would
Thought you would
Thought you would

Guide me way beyond this
Way beyond this world
Thought you would
Guide me way beyond this
Way beyond this world
Thought you would
Thought you would
Thought you would
Thought you would
Guide me way beyond this (Thought you would)
Way beyond this world (Thought you would)"
TRBCRCV128F933860B.h5,Tammy Wynette,It Is No Secret (What God Can Do),0,"The chimes of time ring out the news another day is through
Someone slipped and fell was that someone you
You may have long for added strenght your courage to renew
Do not be dishearteded for I bring hope to you
It is no secret what God can do what he's done for others he'll do for you
With arms wide open he'll pardon you it is no secret what God can do
With arms wide open he'll pardon you it is no secret what God can do"
TRBCRDW128F422D8BA.h5,Keep Of Kalessin,As Mist Lay Silent Beneath,1999,"A lifegiving sun lies low beyond
A mighty citadel

A general greets his army of light's devoted men
""Warriors hold tight
the darkness is upon us tonight""

No courage rose up among the hearts of warriors
to fight against the fear... the death
Only darkness stands against the dark
As mist lay silent beneath

Will these great walls of stone grant us from fall
Or will the walls we stand upon bury us all
All the mist alive in this fleeing form
flickering, dodging, fading at every side

No courage rose up among the hearts of warriors
to stand against the fear... the death
Only darkness stands against the dark
As mist lay silent beneath

Now the mist thinned and moved slowly away
as a great dragon drops low over the ground
and with a roaring shrill of fright
he call upon the men of might...

...to bring more death into this night"
TRBCRJJ128F145D998.h5,Tomorrow,Shy Boy (1999 Digital Remaster),0,"His hair is never right
His acne looks a sight
The clothes he buys don't fit tight
Everybody puts him down
And calls him shy boy

The girl he's always known
Lives just across the road
And she thinks he's super
Her whole world is the little shy boy

Shy-hy-hy-hy boy
Shy-hy-hy-hy boy

She is very thin
Has freckles on her skin
And her hair is mousey
Wears glasses
Takes evening classes
Never dances

But in the firm he works
Amongst the small time clerks
A new girl sits typing
And underneath the desk
A pair of slender legs
Naughty boy

Shy-hy-hy-hy boy
Shy-hy-hy-hy boy

He makes the tea at ten
And then at three again
He buys hercuits
The cup she's drinking from
He bought a special one
Two and nine (2/9d)

And then he went shopping
And bought a little ring
But he shouldn't have done
It's such a sad thing
She's already wearing one

Shy-hy-hy-hy boy
Shy-hy-hy-hy boy"
TRBCRKZ128F4241B9E.h5,Mikey Dread,Your Love,0,"Your love your love
Sweet like a fresh perfume
And Whenever we are together
Your loving i will confuse

Your smile your smile is Wide
Like a crocodile
Yes jah
And if you see me in the river of jordan
I swim in the river Nile, your love

Your love your love
your love is my love
My love my love is your love

Your eyes your eyes
they are clean like a advice
And whenever we dogger i
offend you
I will Raise to a paradise
Your kiss your kiss so sweet
They are very very hard to feast
And all over life i have Been
longing
For a precious moment like this
Your grace oh God
your love your love
Your love is my love
And my love my love is your love

Is life since i first i had
you rise in the east in the morning
And in the evening set in the weSt

Your love your love
Is my love
My love my love
My love is your love"
TRBCSDW128F424D686.h5,The Maine,You Left Me,2008,"The Maine
Can't Stop Won't Stop
You Left Me
Oh, you left me with a broken heart
And now I see you as I should of from the start
Oh, you left me with nothing but a kiss
And now I'm leaving you with these lips
These lips

Everything looked fine from here
Everything looked more than clear
But now you are gone
And I'm still here

So check it out (so check it out)
I wrote it down (I wrote it down)
In case you ever left us out
And baby you can find me
'Cause I quit right now

Oh, you left me with a broken heart
And now I see you as I should of from the start
Oh, you left me with nothing but a kiss
And now I'm leaving you with these lips

Whoa whoa (You left me)
Whoa whoa (You left me)
Whoa whoa (You left me)
whoa whoa (Baby, baby)
[x2]

So now I'm pressin'
But I ain't stressin'
She's got a man
I'm with her best friend
Tried at love but it never really stuck
She said it's love but I didn't give a fuck

Oh, you left me with a broken heart
And now I see you as I should of from the start
Oh, you left me with nothing but a kiss
And now I'm leaving you with these lips

Whoa whoa (You left me)
Whoa whoa (You left me)
Whoa whoa (You left me)
whoa whoa (Baby, baby)
[x2]

You left me
You left me
Baby

And now I'm better cause you left me
I just left 'cause you let me
Don't keep calling, just forget me
Don't keep calling, just forget

Oh, you left me with a broken heart
And now I see you as I should of from the start
Oh, you left me with nothing but a kiss
And now I'm leaving you with these lips

Whoa whoa (You left me)
Whoa whoa (You left me)
Whoa whoa (You left me)
whoa whoa (Baby, baby)
[x2]"
TRBCSLC128F421BD25.h5,Josh Groban,February Song [Live],2008,"Where has that old friend gone
Lost in a February song
Tell him it won't be long
Til he opens his eyes, opens his eyes
Where is that simple day
Before colors broke into shades
And how did I ever fade
Into this life, into this life

And I never want to let you down
Forgive me if I slip away
When all that I've known is lost and found
I promise you I, I'll come back to you one day

Morning is waking up
And sometimes it's more than just enough
When all that you need to love
Is in front of your eyes
It's in front of your eyes

And I never want to let you down
Forgive me if I slip away
Sometimes it's hard to find the ground
'Cause I keep on falling as I try to get away
From this crazy world

And I never want to let you down
Forgive me if I slip away
When all that I've known is lost and found
I promise you I, I'll come back to you one day

Where has that old friend gone
Lost in a February song
Tell him it won't be long
Til he opens his eyes
Opens his eyes"
TRBCSLF128E0795524.h5,Jimmy Cliff,Million Teardrops,0,"Something's got us so distracted
And keeps our mind off what is real
But if we could overcome the borders of our pride
Made to conquer, to confuse, and to divide
That's what's keeping us from standing side by side

A million teardrops make an ocean
And only love can stand the tide
The gift of hope and true devotion
Will forever be my guide

Chances are that we will make it
But there'll be stones along the way
There's no shame in giving love or to take it
There is only shame when you see the pain and turn away
Can we live like this yet another day

A million teardrops make an ocean
And only love can stand the tide
The gift of hope and true devotion
Will forever be my guide

And we all are seeds
In this garden we call life
And we all deserve the chance to grow
Though the tempest has
Us weeping in our hearts
With those falling tears
We will water what we've sown

A million teardrops make an ocean
But only love can stand the tide
The gift of hope and true devotion
Will forever be my guide"
TRBCSMH128F146A146.h5,Bryan Ferry,2HB (1999 Digital Remaster),1976,"Oh I was moved by your screen dream
Celluloid pictures of living
Your death could not kill our love for you
Take two people - romantic
Smoky nightclub situation
Your cigarette traces a ladder
Here's looking at you kid
Celebrate years
Here's looking at you kid
Wipe away tears
Long time, since we're together
Now I hope it's forever
Ideal love flies away now
White jacket, mmmn, black tie wings too
You gave her away to the hero
Words don't express my meaning
Notes could not spell out the score
But finding not keeping's the lesson
Here's looking at you kid
Hard to forget
Here's looking at you kid
At least not yet
Your memory stays
It lingers ever
Will fade away never"
TRBCSPV128F4262DD7.h5,Jimmie Vaughan,Don't Cha Know,1994,"Don't cha know?
Oh baby, don't cha know?
Don't cha know?
Oh baby, don't cha know?

Did you know that, baby?
Oh baby, don't cha know?

Don't you know, baby?
I'm telling you
You don't do nothing that I asked you to

Don't cha know?
Oh baby, don't cha know?
Did you know that, baby?
Oh baby, don't cha know?

Spending all the money
In the bank, write hot checks

Don't cha know?
Oh baby, don't cha know?
Did you know that, baby?
Oh baby, don't cha know?

Don't you know, baby?
I'm telling you
I'll do anything that you ask me to

Don't cha know?
Oh baby, don't cha know?
Did you know that, baby?
Oh baby, don't cha know?

Don't cha know?
Oh baby, don't cha know?

Did you know that, baby?
Oh baby, don't cha know?
Did you know that, baby?
Oh baby, don't cha know?
Did you know that, baby?
Oh baby, don't cha know?"
TRBCSSE12903CBE261.h5,Alice In Chains,Take Her Out,2009,"Here I am again
I feel time is dragging on
Aren't you getting tired of me?
Whinging overdrawn

Faceless, blind
Want to take her out again
She's not just mine
Want to take her out again

In a bodiless embrace
Thriving, I have grown
Fickle, changing, grip replaced
Choking, take it all

Faceless, blind
Want to take her out again
She's not just mine
Want to take her out again

Dedicated, true to form
Still the only one
Only guarantee
Continue after I am done

Faceless, blind
Want to take her out again
She's not just mine
Want to take her out again

Faceless, blind
Want to take her out again
She's not just mine
Want to take her out again"
TRBCSSP128F933B1D2.h5,Toby Love,Happy Valentine's,0,"Hoy yo venia a declararte mi amor
a darte mi sueños
y mi vida todo lo que soy...

Traia mil versos en un papel
Tantas carisias que para ti guarde
Y el amor que hay en mi
desde que te bese

Y hoy me das tu adios
sin explicacion sin motivo y sin razon
Y me dices no sin pedir perdon
y me dejas sin tu amor...

Happy Valentine,
My Love,
Hoy me haz roto el corazon

Happy Valentine,
My Love,
Y me quedo solo
y triste sin tu amor...

Estoy bien herido
al saber que no estas
Tu embrujo prohibido de un amor
que no fue realidad...

La melodia que no escuche
La fantasia que solo me invente
La ilusion y el amor que un dia imagine...

Y ahora tu te vas
sin mirar atras en silencio sin hablar
Y no se olvidar y no se escapar
de esta fria soledad...

Happy Valentine,
My Love,
Hoy me haz roto el corazon

Happy Valentine,
My Love,
Y me quedo solo y triste sin tu amor...

Dime que regresaras...
Dime que hay otra oportunidad.

Para entregarte cada beso
Que por siempre esperara por ti

Y hoy me das tu adios
sin explicacion sin motivo y sin razon
Y me dices no sin pedir perdon
y me dejas sin tu amor...

Y ahora tu te vas
sin mirar atras en silencio sin hablar
Y no se olvidar y no se escapar
de esta fria soledad..
Happy Valentines. "
TRBCSTN12903D13548.h5,Billie Jo Spears,'57 Chevrolet,1990,"Come and look at this old faded photograph
Honey, tell me what it brings to mind
It's a picture of that '57 Chevrolet
I wish that we could ride it one more time
I still get excited when I think about
The drive-in picture shows you took me to
But I don't recall a lot about the movie stars
Mostly that old Chevrolet and you
They don't make cars like they used to
I wish we still had it today
The love we first tasted, the good love we're still living
We owe it to that old '57 Chevrolet
Remember when we used to park it in the lane
And listen to the country radio
We'd hold on to each other while the singer sang
And we'd stay like that 'til it was time to go
Now it makes me sad to think the good old days are gone
Although our love is still as strong today
But the world would have a lot more lovers hanging on
If they still made '57 Chevrolets
They don't make cars like they used to
I wish we still had it today
The love we first tasted, the good love we're still living
We owe it to that old '57 Chevrolet
We owe it to that old '57 Chevrolet
We owe it to that old '57 Chevrolet
We owe it to that old '57 Chevrolet
..."
TRBCSVE12903D13D5C.h5,Johnny Horton,The Battle Of New Orleans,1959,"The Battle of New Orleans
(arr. J. Driftwood)
Johnny Horton
Pop Chart # 1 Apr. 27, 1959
Columbia Legacy Records CK 69971
Transcriber: [email protected]



(banjo intro)

In 1814 we took a little trip
Along with Colonel Jackson down the mighty Mississip
We took a little bacon and we took a little beans
And we caught the bloody British in a town in New Orleans

We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico
(One-two-three, with a-one-two-three)

We looked down a river
(Hut-two)
And we see'd the British come
(Three-four)
And there must have been a hundred of'em
(Hut-two)
Beatin' on the drums
(Three-four)
They stepped so high
(Hut-two)
And they made their bugles ring
(Three-four)
We stood by our cotton bales
(Hut-two)
And didn't say a thing
(Two-three-four)

We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico

Old Hickory said we could take 'em by surprise
(One-hut, two-three-four)
If we didn't fire our muskets
(One-hut, two-three-four)
'Till we looked 'em in the eye
(One-hut, two-three-four)
We held our fire
(Hut, two-three-four)
'Till we see'd their faces well
Then we opened up our squirrel guns
And really gave 'em - well we

Fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico

Yeah, they ran through the briars
(One-hup-two)
And they ran through the brambles
(Hup-two-three-four)
And they ran through the bushes
(Hup-two)
Where the rabbit couldn't go
(Hup-two-three-four)
They ran so fast
(Hup-two)
That the hounds couldn't catch 'em
(One-two-three-four)
On down the Mississippi to the Gulf of Mexico
(One-two, hup-two-three-four)

We fired our cannon 'til the barrel melted down
So we grabbed an alligator and we fought another round
We filled his head with cannon balls, and powdered his behind
And when we touched the powder off the gator lost his mind

We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico

Yeah, they ran through the briars
(Hup-one-two)
And they ran through the brambles
(One-two-three-four)
And they ran through the bushes
(Hup-two)
Where the rabbit couldn't go
(Hup-two-three-four)
They ran so fast
(Hup-two)
That the hounds couldn't catch 'em
(One-two-three-four)
On down the Mississippi to the Gulf of Mexico
(One-two, hup-two-three-four)

Hut-two-three-four
Sound off, three-four
Hut-two-three-four
Sound off, three-four
Hut-two-three-four
Hut-two-three-four.

~"
TRBCTBG128F42B7E1B.h5,Rubyhorse,Evergreen,2002,"Daddy's little racer in her brand new car
Top down for the weather and the sons of stars
Summer's soon
Surrender
Eyes of blue
And time enough to shine

So come on, come on
You don't know it
But you're coming right along

Baby's getting older under April skies
The road is getting warmer every day she drives
Old enough to know better
Time enough to know her left from right

So come on, come on
You don't know it
But you're coming right along

Something's scratching at the glass
All the angels drive too fast
Pulls your dress off on the grass
See it falling
Summer's crawling over
Crawling over you

So come on, come on
You don't know it
But you're coming right along"
TRBCUBD128F1456B1F.h5,Darwin's Waiting Room,Spent,2001,"Deny, change everything you know to be
It's enough to feel misused to live like me
You'd want more

You wanna fuck around? You wanna play?
I can't allow myself to feel for you that way
Bitter memories, wretched view
Looking back on the things that you put me through

You kill me all the time with the look in your eyes
You kill me all the time with your eyes
You kill me all the time with the look in your eyes
You kill me all the time with your eyes

Inside I'm sick of life, pretend to hear
The wrong words cast from your eyes
Your hooks in me to take more

You wanna fuck around? You wanna play?
I can't allow myself to feel for you that way
Bitter memories, wretched view
Looking back on the things that you put me through

You kill me all the time with the look in your eyes
You kill me all the time with your eyes
You kill me all the time with the look in your eyes
You kill me all the time with your eyes

Was I nothing to you?
Was I nothing to you?
Was I nothing to you?
Was I nothing to you?

Was I nothing to you?
Was I nothing to you?
Was I nothing to you?
Was I nothing?

You kill me all the time with the look in your eyes
You kill me all the time with your eyes
You kill me all the time with the look in your eyes
You kill me all the time with your eyes

Was I nothing to you?
Was I nothing to you?
Was I nothing to you?
Was I nothing to you?

Did you ever love me?
Did you ever love me?"
